epoch,lr,train_loss,train_top1,train_top3,train_top5
1,0.0002,5.0801171875,0.01,0.02,0.1
2,0.0004,4.64244140625,0.05,0.08,0.15
3,0.0006,4.35751953125,0.02,0.02,0.07
4,0.0008,4.32564453125,0.03,0.06,0.09
5,0.001,4.2483984375,0.0,0.02,0.06
6,0.001,4.04888671875,0.03,0.06,0.11
7,0.000975530705321762,4.0463671875,0.04,0.06,0.08
8,0.0009045180463377549,4.049853515625,0.01,0.05,0.07
9,0.0007939132368836219,3.92916015625,0.03,0.1,0.15
10,0.0006545430463377549,3.982958984375,0.05,0.08,0.11
11,0.0005000499999999999,3.867109375,0.02,0.05,0.15
12,0.00034555695366224505,3.796611328125,0.03,0.09,0.16
13,0.0002061867631163781,3.799580078125,0.05,0.13,0.22
14,9.558195366224507e-05,3.79697265625,0.03,0.12,0.16
15,2.456929467823799e-05,3.804599609375,0.04,0.11,0.14
16,0.001,3.82654296875,0.05,0.09,0.13
17,0.000993844785880539,3.781845703125,0.03,0.14,0.22
18,0.000975530705321762,3.8485943603515627,0.05,0.11,0.16
19,0.0009455087117679744,3.75255615234375,0.05,0.11,0.21
20,0.0009045180463377549,3.54247314453125,0.08,0.22,0.31
21,0.0008535680352542143,3.62822509765625,0.08,0.2,0.29
22,0.0007939132368836219,3.5599310302734377,0.1,0.21,0.27
23,0.0007270225503447864,3.5103640747070313,0.09,0.2,0.26
24,0.0006545430463377549,3.3532820892333985,0.13,0.26,0.35
25,0.0005782594107968633,3.3908041381835936,0.1,0.21,0.29
26,0.0005000499999999999,3.2991778564453127,0.09,0.26,0.35
27,0.0004218405892031367,3.2592826080322266,0.12,0.31,0.41
28,0.00034555695366224505,3.2260675048828125,0.18,0.25,0.34
29,0.0002730774496552136,3.1441419982910155,0.12,0.31,0.42
30,0.0002061867631163781,3.2026933288574218,0.14,0.27,0.38
31,0.0001465319647457856,3.1481818389892577,0.19,0.31,0.42
32,9.558195366224507e-05,3.009557647705078,0.22,0.35,0.48
33,5.459128823202553e-05,3.137974319458008,0.13,0.3,0.42
34,2.456929467823799e-05,3.00837158203125,0.18,0.36,0.48
35,6.255214119460927e-06,2.8942042541503907,0.25,0.36,0.44
36,0.001,3.023543243408203,0.22,0.36,0.46
37,0.0009984588209998775,3.1156271362304686,0.15,0.35,0.45
38,0.000993844785880539,2.97466796875,0.13,0.35,0.46
39,0.0009861863417028184,2.9881923675537108,0.21,0.4,0.45
40,0.000975530705321762,2.884563293457031,0.22,0.39,0.47
41,0.0009619435722790177,3.0218461608886718,0.13,0.3,0.44
42,0.0009455087117679744,3.027830047607422,0.19,0.36,0.46
43,0.0009263274501688283,2.807767028808594,0.22,0.41,0.46
44,0.0009045180463377549,2.786229248046875,0.27,0.46,0.58
45,0.0008802149625017355,2.862965774536133,0.21,0.4,0.49
46,0.0008535680352542143,2.8059996795654296,0.23,0.42,0.52
47,0.0008247415517626753,2.7156375885009765,0.22,0.4,0.51
48,0.0007939132368836219,2.56764404296875,0.26,0.44,0.58
49,0.0007612731574297385,2.4865575408935547,0.27,0.47,0.61
50,0.0007270225503447864,2.557066421508789,0.28,0.44,0.6
