test_signer,f1_macro,f1_weighted,loss,precision_macro,recall_macro,top1,top3,top5,total_samples
Articulador2,0.015571330432791389,0.015571330432791389,8.413213009197706,0.012510495382031906,0.02518891687657431,0.02518891687657431,0.06801007556675064,0.10579345088161209,397
