epoch,lr,train_loss,val_loss,val_top1,val_top3,val_top5,val_f1_macro,val_f1_weighted,val_precision_macro,val_recall_macro
1,0.0002,7.57486477352324,7.227523556877585,0.0007352941176470588,0.0022058823529411764,0.0022058823529411764,1.2655664675508757e-06,1.2655664675508757e-06,6.333282667071996e-07,0.0007352941176470588
