test_signer,f1_macro,f1_weighted,loss,precision_macro,recall_macro,top1,top3,top5,total_samples
Articulador2,0.02350965575146935,0.02350965575146935,8.473855736874214,0.01821998320738875,0.037783375314861464,0.037783375314861464,0.08816120906801007,0.11586901763224182,397
